id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree..misd.fel.,compas_decile_score,two_year_recid,compas_guess,compas_correct,charge_degree,juv_other_count
8105,2,0,21,0,2,3,209,1,9,1,1,1,1,1
8106,2,0,69,0,0,1,71,1,1,1,0,0,1,0
8107,1,1,49,0,0,1,208,0,1,0,0,1,0,0
8110,1,1,24,0,0,0,45,0,5,0,1,0,0,0
8111,2,0,27,0,0,4,268,1,8,1,1,1,1,0
8112,2,1,55,0,0,1,15,0,1,0,0,1,0,0
8113,2,0,19,1,2,3,28,1,10,1,1,1,1,0
8114,2,0,24,2,0,7,426,0,8,1,1,1,0,0
8115,6,0,39,0,0,1,142,0,1,0,0,1,0,0
8116,1,0,21,0,0,1,28,1,4,0,0,1,1,0
8117,1,0,28,0,0,0,280,1,6,1,1,1,1,0
8118,2,0,34,0,0,4,283,0,6,0,1,0,0,0
8119,2,0,27,0,0,2,28,1,5,0,1,0,1,0
8120,2,0,37,3,0,12,28,0,10,0,1,0,0,0
8121,2,0,40,0,0,1,15,1,1,0,0,1,1,0
8124,1,1,36,0,0,4,309,1,2,1,0,0,1,0
8125,1,0,23,0,0,0,303,1,4,0,0,1,1,0
8126,2,0,34,0,0,19,28,1,7,1,1,1,1,0
8129,2,0,27,0,0,5,306,1,9,1,1,1,1,1
8130,2,0,50,0,0,1,290,1,1,0,0,1,1,0
8132,2,0,22,0,1,1,246,1,5,0,1,0,1,2
8133,2,0,43,0,0,1,169,1,6,1,1,1,1,0
8134,1,0,29,0,0,0,327,0,7,1,1,1,0,0
8135,3,1,50,0,0,1,28,1,2,1,0,0,1,0
8136,1,0,61,0,0,1,15,1,1,1,0,0,1,0
8137,2,0,34,0,0,1,28,1,1,0,0,1,1,0
8138,2,0,56,0,0,1,28,1,1,0,0,1,1,0
8140,2,0,31,3,0,16,129,1,10,1,1,1,1,0
8141,1,0,21,0,0,0,400,1,4,0,0,1,1,0
8142,2,0,23,0,0,1,268,1,5,1,1,1,1,1
8143,6,0,45,0,0,1,28,1,1,0,0,1,1,0
8145,2,0,24,0,0,1,283,0,8,1,1,1,0,0
8146,2,0,30,0,0,1,202,1,9,0,1,0,1,0
8147,2,0,32,0,6,17,28,1,8,1,1,1,1,5
8148,1,0,61,0,0,0,128,0,1,0,0,1,0,0
8149,1,0,27,0,0,3,423,0,3,0,0,1,0,0
8150,2,1,27,0,0,2,239,0,5,0,1,0,0,0
8151,3,0,41,0,0,2,45,0,2,0,0,1,0,0
8153,1,0,60,0,0,0,128,0,1,0,0,1,0,0
8154,2,0,23,0,0,1,94,0,8,0,1,0,0,0
8155,1,0,40,0,0,0,45,0,1,0,0,1,0,0
8157,1,0,30,0,0,0,190,1,3,0,0,1,1,0
8160,1,1,20,0,0,1,311,1,5,0,1,0,1,0
8161,2,1,20,0,0,0,190,1,5,0,1,0,1,0
8162,4,0,48,0,0,0,15,1,2,0,0,1,1,0
8163,2,0,24,0,0,0,45,0,5,1,1,1,0,0
8164,2,0,30,0,0,5,45,0,3,0,0,1,0,0
8168,2,1,20,0,0,0,45,0,4,1,0,0,0,0
8169,2,0,25,0,0,0,28,0,3,0,0,1,0,0
8171,1,0,38,0,0,0,374,0,2,0,0,1,0,0
8172,2,0,29,0,0,0,71,1,2,1,0,0,1,0
8173,1,1,38,0,0,1,243,0,5,1,1,1,0,0
8174,2,0,27,0,0,1,186,1,2,0,0,1,1,0
8179,1,0,21,0,0,0,45,0,4,1,0,0,0,0
8182,2,0,24,0,0,1,159,1,7,0,1,0,1,0
8183,1,0,53,0,0,3,28,1,1,1,0,0,1,0
8184,1,0,36,0,0,4,190,1,2,1,0,0,1,0
8185,2,0,64,0,0,8,28,0,4,1,0,0,0,0
8187,2,0,23,0,0,0,296,0,10,1,1,1,0,0
8188,1,0,26,0,0,3,45,0,10,0,1,0,0,0
8189,1,0,48,0,0,0,47,1,1,0,0,1,1,0
8190,6,0,27,0,0,6,306,1,4,1,0,0,1,0
8191,2,0,21,0,0,0,49,1,4,0,0,1,1,0
8193,2,0,20,0,0,0,112,1,5,1,1,1,1,0
8195,2,0,37,0,0,17,337,0,9,0,1,0,0,0
8196,1,0,51,0,0,8,306,1,5,1,1,1,1,0
8197,1,0,47,0,0,2,306,1,2,1,0,0,1,0
8201,1,0,29,0,0,2,341,0,9,1,1,1,0,0
8203,2,0,27,0,0,2,361,1,9,1,1,1,1,1
8204,2,0,45,1,0,16,306,1,7,0,1,0,1,0
8205,1,0,41,0,0,0,253,1,2,1,0,0,1,0
8207,1,0,31,0,0,3,45,0,2,1,0,0,0,0
8209,4,0,28,0,0,9,18,1,8,0,1,0,1,0
8210,2,1,29,0,0,1,346,1,3,0,0,1,1,0
8211,1,0,39,0,0,1,280,1,1,0,0,1,1,0
8212,1,0,33,0,0,0,190,1,1,0,0,1,1,0
8214,2,1,21,0,1,1,418,1,6,1,1,1,1,0
8215,4,0,48,0,0,0,423,0,1,0,0,1,0,0
8216,2,0,27,0,0,3,28,0,3,0,0,1,0,0
8217,3,0,24,0,0,0,212,1,5,0,1,0,1,0
8218,1,1,24,0,0,0,45,0,3,0,0,1,0,0
8219,2,0,29,0,0,3,45,0,3,1,0,0,0,0
8220,3,0,33,0,0,3,28,1,2,0,0,1,1,0
8222,1,0,21,0,0,0,418,1,5,1,1,1,1,0
8223,1,1,31,0,0,14,297,1,10,0,1,0,1,2
8224,3,0,32,0,0,1,17,1,1,0,0,1,1,0
8225,1,0,62,0,0,0,133,0,1,0,0,1,0,0
8226,1,0,39,0,0,3,129,1,6,1,1,1,1,0
8230,1,0,56,0,0,2,45,0,3,0,0,1,0,0
8231,2,0,28,0,0,6,126,1,1,0,0,1,1,0
8232,2,1,26,0,0,6,28,1,6,1,1,1,1,0
8235,2,0,24,0,0,5,372,1,9,1,1,1,1,0
8236,3,0,51,0,0,0,133,0,1,0,0,1,0,0
8237,3,0,51,0,0,1,229,1,3,0,0,1,1,0
8239,2,0,28,0,0,7,190,1,10,0,1,0,1,1
8240,2,1,36,0,0,1,45,0,2,0,0,1,0,0
8242,3,0,39,0,0,0,15,1,1,0,0,1,1,0
8245,1,1,38,0,0,0,45,0,1,0,0,1,0,0
8247,2,0,23,0,0,1,190,1,2,0,0,1,1,0
8248,1,0,28,0,0,5,45,0,7,1,1,1,0,0
8249,1,1,29,0,0,7,28,1,6,1,1,1,1,0
8250,2,0,20,4,2,6,28,1,10,1,1,1,1,1
8251,6,1,38,0,0,0,280,1,1,0,0,1,1,0
8253,2,0,29,0,0,0,45,0,3,0,0,1,0,0
8254,4,1,34,0,0,1,74,1,1,0,0,1,1,0
8256,2,0,29,0,0,11,129,1,3,1,0,0,1,0
8257,2,0,34,0,0,8,45,0,7,0,1,0,0,0
8258,2,0,26,0,0,6,55,1,7,1,1,1,1,0
8259,2,0,58,0,0,0,169,1,1,0,0,1,1,0
8260,3,0,37,0,0,6,28,1,5,1,1,1,1,0
8261,2,0,23,0,0,1,28,1,8,0,1,0,1,0
8262,1,0,48,0,0,0,242,0,6,1,1,1,0,0
8263,2,0,61,0,0,9,28,1,2,0,0,1,1,0
8264,2,0,30,0,0,1,49,1,3,1,0,0,1,0
8265,2,0,44,0,0,0,342,1,3,0,0,1,1,0
8266,2,0,26,0,0,3,28,1,7,0,1,0,1,0
8267,2,0,46,0,0,3,371,1,3,1,0,0,1,0
8268,1,0,36,0,0,5,129,1,3,0,0,1,1,0
8269,2,1,29,0,1,11,28,1,9,1,1,1,1,0
8277,6,1,23,0,0,0,45,0,6,0,1,0,0,0
8278,2,0,53,0,0,3,18,1,6,1,1,1,1,0
8279,6,0,33,0,0,5,28,1,3,0,0,1,1,0
8280,2,0,35,0,0,8,45,0,6,0,1,0,0,0
8281,1,1,39,0,0,3,28,1,3,0,0,1,1,0
8282,3,0,21,1,0,1,169,1,8,1,1,1,1,0
8283,1,1,26,0,0,2,329,1,6,1,1,1,1,0
8284,2,0,26,1,0,10,28,1,9,1,1,1,1,0
8285,2,0,28,0,0,8,45,0,6,1,1,1,0,0
8287,1,1,21,0,3,3,45,0,7,1,1,1,0,1
8288,2,0,37,0,0,8,28,1,5,0,1,0,1,0
8289,1,0,29,0,0,1,190,1,6,0,1,0,1,0
8290,2,0,22,1,0,12,306,1,10,1,1,1,1,0
8291,2,0,59,0,0,4,28,0,1,0,0,1,0,0
8292,2,0,28,0,8,12,306,1,10,1,1,1,1,2
8294,1,1,56,0,0,0,45,0,1,0,0,1,0,0
8296,1,1,32,0,0,2,127,0,6,0,1,0,0,0
8298,1,0,30,0,0,0,303,1,2,0,0,1,1,0
8299,2,0,27,0,0,2,28,1,4,0,0,1,1,0
8301,6,0,29,0,0,0,6,1,2,0,0,1,1,0
8303,2,0,24,0,0,1,28,1,4,0,0,1,1,0
8304,1,1,27,0,0,6,186,1,10,0,1,0,1,0
8306,2,0,43,0,0,15,337,0,9,1,1,1,0,0
8307,2,1,53,0,0,5,413,1,6,0,1,0,1,0
8308,2,0,27,1,0,6,203,1,7,1,1,1,1,0
8309,2,0,26,0,1,6,28,0,5,0,1,0,0,0
8311,1,1,24,0,0,1,28,1,6,0,1,0,1,0
8312,2,0,30,0,0,0,280,1,6,0,1,0,1,0
8313,6,0,56,0,0,6,306,1,2,1,0,0,1,0
8314,2,0,26,0,0,4,129,1,9,0,1,0,1,0
8315,2,0,24,2,1,3,45,0,6,1,1,1,0,0
8316,3,0,30,0,0,6,409,0,3,1,0,0,0,0
8317,3,0,37,0,0,4,81,1,5,0,1,0,1,0
8318,2,0,54,0,0,4,28,1,1,0,0,1,1,0
8319,3,0,23,0,0,0,28,1,5,1,1,1,1,0
8320,6,0,25,0,0,1,99,1,4,1,0,0,1,0
8321,2,1,48,0,0,18,28,1,6,1,1,1,1,3
8322,2,1,36,0,0,13,306,1,9,1,1,1,1,0
8325,2,0,21,0,0,1,190,1,10,1,1,1,1,0
8326,1,0,26,0,0,10,28,1,5,1,1,1,1,0
8328,1,0,26,0,0,10,127,0,8,1,1,1,0,3
8340,1,0,45,0,0,0,169,1,1,0,0,1,1,0
8341,1,0,47,0,0,1,45,0,5,0,1,0,0,0
8343,3,0,30,0,0,7,303,1,8,1,1,1,1,0
8344,2,0,41,2,0,14,28,0,8,1,1,1,0,1
8347,1,0,50,0,0,1,28,1,2,0,0,1,1,0
8348,1,0,57,0,0,3,182,0,1,0,0,1,0,0
8349,2,0,31,0,0,2,190,1,1,0,0,1,1,0
8350,2,0,21,0,0,0,418,1,7,1,1,1,1,0
8353,2,1,28,1,0,1,45,0,4,1,0,0,0,0
8354,1,0,29,1,0,9,379,1,8,1,1,1,1,1
8355,2,0,28,0,0,2,246,1,4,0,0,1,1,0
8356,1,1,25,0,0,1,24,0,4,1,0,0,0,0
8357,2,0,22,0,0,0,190,1,3,1,0,0,1,0
8358,2,1,21,0,0,0,418,1,6,0,1,0,1,0
8359,1,0,48,0,0,0,190,1,8,1,1,1,1,0
8360,2,0,25,0,0,4,65,1,9,1,1,1,1,1
8361,2,0,37,0,0,7,379,1,7,0,1,0,1,0
8362,1,0,31,0,0,5,379,1,6,1,1,1,1,0
8364,6,0,56,0,0,0,45,0,1,0,0,1,0,0
8365,2,0,24,0,0,0,128,0,3,0,0,1,0,0
8367,2,0,30,0,0,15,218,1,10,1,1,1,1,0
8369,1,0,47,0,0,5,134,0,2,0,0,1,0,0
8373,1,0,66,0,0,2,423,0,3,0,0,1,0,0
8375,2,0,51,0,0,21,28,1,8,1,1,1,1,0
8378,1,0,64,0,0,8,190,1,10,1,1,1,1,0
8379,4,0,76,0,0,0,16,1,1,0,0,1,1,0
8380,1,1,28,0,0,3,64,1,6,1,1,1,1,0
8381,2,0,35,0,0,1,45,0,4,0,0,1,0,0
8382,6,0,44,0,0,6,172,1,1,1,0,0,1,0
8384,2,1,39,0,0,3,30,1,3,0,0,1,1,0
8385,3,0,38,1,0,7,169,1,7,1,1,1,1,1
8386,2,0,24,0,0,0,186,1,5,0,1,0,1,0
8389,1,0,27,0,0,4,336,1,9,0,1,0,1,0
8390,1,0,36,0,0,0,306,1,3,0,0,1,1,0
8392,3,0,20,0,0,0,85,1,6,1,1,1,1,0
8394,2,0,21,0,0,0,49,1,3,1,0,0,1,1
8396,2,0,27,0,0,7,28,1,10,1,1,1,1,0
8399,2,0,28,0,1,18,306,1,9,1,1,1,1,0
8400,3,0,52,0,0,0,45,0,1,1,0,0,0,0
8401,1,0,39,0,0,16,28,1,9,1,1,1,1,0
8403,2,0,19,0,0,0,336,1,4,1,0,0,1,0
8404,1,0,46,0,0,1,28,1,1,0,0,1,1,0
8405,2,0,40,0,0,2,172,1,4,0,0,1,1,0
8406,1,0,30,0,0,5,190,1,8,1,1,1,1,0
8407,1,0,28,0,0,0,222,1,3,1,0,0,1,0
8408,1,0,27,0,0,0,45,0,2,0,0,1,0,0
8409,3,0,23,0,0,3,306,1,7,1,1,1,1,0
8410,2,0,33,2,0,8,169,1,10,1,1,1,1,0
8411,2,0,25,0,0,7,28,1,6,0,1,0,1,0
8413,2,0,25,0,0,3,100,1,5,1,1,1,1,0
8415,1,0,33,0,0,4,60,1,6,0,1,0,1,0
8416,2,1,24,0,0,0,112,1,3,0,0,1,1,0
8418,1,0,44,0,0,0,129,1,7,0,1,0,1,0
8419,2,0,44,0,0,0,176,1,1,0,0,1,1,0
8421,2,1,23,0,0,0,45,0,7,0,1,0,0,0
8422,1,1,31,0,0,2,64,1,8,1,1,1,1,1
8423,2,0,27,0,0,0,97,1,2,0,0,1,1,1
8424,1,1,26,0,0,1,319,1,8,1,1,1,1,0
8425,2,0,57,0,0,16,45,0,5,1,1,1,0,0
8426,1,0,55,0,0,0,47,1,1,0,0,1,1,0
8427,3,0,67,0,0,0,28,0,1,1,0,0,0,0
8428,1,1,36,0,0,7,175,1,6,1,1,1,1,0
8429,3,0,45,0,0,6,28,1,6,0,1,0,1,0
8432,2,0,30,0,0,18,239,0,9,1,1,1,0,0
8434,2,0,34,0,0,0,306,1,8,1,1,1,1,0
8435,2,0,24,0,0,1,28,1,2,0,0,1,1,0
8436,6,0,21,0,0,0,39,1,5,1,1,1,1,0
8437,2,0,42,0,0,7,129,1,1,0,0,1,1,0
8438,1,1,34,0,0,12,306,1,10,1,1,1,1,0
8439,3,0,30,0,0,3,128,0,4,0,0,1,0,0
8440,1,0,40,0,0,6,71,1,4,0,0,1,1,0
8445,3,0,24,0,0,1,28,1,8,0,1,0,1,0
8446,4,0,24,0,0,4,28,1,6,1,1,1,1,0
8447,6,0,30,0,0,13,110,1,9,1,1,1,1,0
8448,2,0,30,0,0,4,306,1,3,0,0,1,1,0
8449,1,0,31,0,0,3,45,0,3,1,0,0,0,0
8450,1,0,33,0,0,2,28,1,3,1,0,0,1,0
8452,1,0,27,0,0,1,45,0,3,0,0,1,0,0
8453,3,0,22,0,0,0,28,1,2,1,0,0,1,1
8456,2,0,37,0,0,3,45,0,3,0,0,1,0,0
8457,2,0,25,0,0,1,317,1,2,0,0,1,1,0
8458,1,0,45,0,0,2,28,1,1,0,0,1,1,0
8461,3,0,22,0,0,1,28,1,2,1,0,0,1,0
8462,1,0,31,0,0,1,49,1,5,0,1,0,1,0
8463,2,0,23,0,0,0,246,1,5,0,1,0,1,0
8465,2,0,21,0,0,0,294,1,4,0,0,1,1,0
8467,2,0,28,0,0,6,45,0,5,1,1,1,0,0
8468,2,0,35,0,0,0,169,1,1,0,0,1,1,0
8469,2,0,29,0,1,4,190,1,4,1,0,0,1,1
8471,2,0,23,0,0,2,58,1,4,1,0,0,1,0
8472,2,0,28,0,0,7,28,1,10,1,1,1,1,0
8473,1,1,34,0,0,0,127,0,7,1,1,1,0,0
8475,1,1,32,0,0,5,60,1,2,0,0,1,1,0
8476,1,0,52,0,0,2,374,0,1,0,0,1,0,0
8477,2,0,25,0,0,2,28,1,4,0,0,1,1,0
8478,1,0,34,0,1,15,306,1,7,0,1,0,1,0
8479,2,0,47,0,0,4,172,1,4,1,0,0,1,0
8482,2,0,50,0,0,9,112,1,9,0,1,0,1,0
8483,2,1,30,0,0,4,90,1,5,0,1,0,1,0
8484,1,0,22,0,0,0,45,0,3,1,0,0,0,0
8485,1,0,53,0,0,1,128,0,1,1,0,0,0,0
8486,2,1,47,0,0,7,306,1,9,1,1,1,1,0
8487,1,0,37,0,0,3,129,1,8,0,1,0,1,0
8488,2,0,37,0,0,8,45,0,5,0,1,0,0,0
8492,2,0,26,0,0,7,280,1,10,1,1,1,1,0
8494,1,1,31,0,0,0,45,0,2,0,0,1,0,0
8496,1,0,20,0,0,0,169,1,3,1,0,0,1,3
8500,2,0,22,0,0,0,65,1,7,1,1,1,1,0
8501,2,0,33,0,0,14,129,1,10,1,1,1,1,1
8503,2,0,30,0,0,1,45,0,2,0,0,1,0,0
8504,1,0,27,0,0,5,306,1,6,1,1,1,1,0
8505,2,0,24,0,0,2,45,0,9,1,1,1,0,0
8507,6,1,20,0,0,1,45,0,4,0,0,1,0,0
8508,2,0,29,0,0,0,45,0,2,0,0,1,0,0
8511,1,0,24,0,0,0,164,1,3,0,0,1,1,0
8512,2,0,44,0,0,29,306,1,9,1,1,1,1,0
8514,1,1,46,0,0,1,45,0,1,1,0,0,0,0
8515,2,1,36,0,0,1,190,1,2,0,0,1,1,0
8517,2,0,23,0,0,0,45,0,3,1,0,0,0,0
8518,2,0,21,0,0,1,306,1,10,1,1,1,1,1
8520,2,0,29,0,0,6,172,1,6,1,1,1,1,0
8522,3,0,25,1,4,10,129,1,9,1,1,1,1,0
8523,3,1,22,0,0,1,298,1,4,0,0,1,1,0
8524,2,0,29,0,0,4,31,0,5,0,1,0,0,0
8526,2,1,26,0,0,0,342,0,9,0,1,0,0,0
8527,1,1,50,0,0,7,93,0,1,1,0,0,0,0
8528,2,0,32,0,0,1,159,1,2,0,0,1,1,0
8530,3,0,45,0,0,0,169,1,1,0,0,1,1,0
8532,2,0,30,0,0,1,15,1,2,0,0,1,1,0
8533,2,0,25,0,0,0,89,1,5,0,1,0,1,0
8534,1,1,44,0,0,10,171,1,5,1,1,1,1,0
8535,2,0,58,0,0,0,186,1,4,1,0,0,1,0
8539,2,0,24,0,0,5,280,1,6,0,1,0,1,0
8543,2,0,20,0,1,1,190,1,10,1,1,1,1,0
8544,1,0,29,0,0,0,45,0,1,1,0,0,0,0
8546,1,0,21,0,0,1,28,1,5,0,1,0,1,0
8548,2,0,38,1,2,22,283,0,9,1,1,1,0,2
8550,3,0,62,0,0,5,311,1,2,0,0,1,1,0
8551,1,1,46,0,0,1,28,1,1,0,0,1,1,0
8552,2,0,29,0,1,17,129,1,10,1,1,1,1,0
8554,2,0,30,0,0,0,306,1,4,1,0,0,1,0
8558,2,0,55,0,0,8,129,1,1,1,0,0,1,0
8559,2,0,25,0,0,10,8,1,9,1,1,1,1,0
8560,1,0,47,0,0,2,133,0,1,0,0,1,0,0
8563,3,0,27,0,0,1,239,0,2,0,0,1,0,0
8565,2,0,30,0,0,13,168,1,10,1,1,1,1,0
8568,2,0,24,0,0,4,129,1,5,1,1,1,1,3
8569,1,0,48,0,0,2,319,1,1,1,0,0,1,0
8570,1,0,45,0,0,0,190,1,6,1,1,1,1,0
8572,2,0,26,0,0,2,283,0,5,0,1,0,0,0
8574,1,1,42,0,0,0,133,0,2,0,0,1,0,0
8575,2,0,34,0,0,1,45,0,2,0,0,1,0,0
8576,2,0,21,0,0,0,337,0,4,1,0,0,0,0
8577,1,1,69,0,0,2,208,0,1,0,0,1,0,0
8578,1,0,24,0,0,5,28,1,5,1,1,1,1,1
8579,2,0,45,0,0,1,337,0,1,0,0,1,0,0
8580,2,0,28,0,0,3,239,0,9,0,1,0,0,0
8583,2,0,25,0,3,8,45,0,8,1,1,1,0,1
8586,2,0,52,0,0,2,134,0,1,0,0,1,0,0
8589,1,0,30,0,0,0,169,1,1,0,0,1,1,0
8590,3,1,26,0,0,0,45,0,3,0,0,1,0,0
8593,6,0,34,0,0,0,167,1,2,1,0,0,1,0
8594,1,0,32,0,1,5,28,1,7,1,1,1,1,0
8595,1,0,47,0,0,11,190,1,4,0,0,1,1,0
8596,2,0,38,0,0,2,283,0,4,1,0,0,0,0
8597,2,0,32,0,0,2,28,1,10,0,1,0,1,0
8598,2,0,23,0,2,4,280,1,7,1,1,1,1,2
8600,3,0,30,0,0,0,134,0,1,0,0,1,0,0
8601,2,0,59,0,0,9,175,1,9,1,1,1,1,0
8602,1,0,24,0,0,5,28,1,7,1,1,1,1,0
8604,2,1,22,0,0,0,342,1,6,0,1,0,1,0
8605,2,0,35,0,0,6,28,1,3,0,0,1,1,0
8606,2,0,24,0,0,0,418,1,7,1,1,1,1,0
8608,2,0,35,0,0,1,45,0,6,0,1,0,0,0
8609,2,0,25,0,0,2,190,1,6,0,1,0,1,0
8610,1,0,58,0,0,3,69,0,2,0,0,1,0,0
8611,2,0,27,0,0,7,129,1,4,1,0,0,1,0
8612,2,0,24,0,0,6,336,1,9,1,1,1,1,1
8613,1,0,33,0,0,2,133,0,2,0,0,1,0,0
8616,1,0,44,0,0,4,129,1,3,0,0,1,1,0
8617,2,0,30,0,0,3,190,1,5,0,1,0,1,0
8618,3,1,39,0,0,2,28,1,2,0,0,1,1,0
8619,1,0,28,0,0,0,89,1,3,0,0,1,1,0
8621,2,0,34,0,0,1,329,1,2,0,0,1,1,0
8622,2,0,26,0,0,1,28,1,8,1,1,1,1,0
8625,2,0,23,0,0,0,246,1,2,0,0,1,1,0
8626,1,0,29,0,0,11,306,1,8,1,1,1,1,1
8627,2,0,31,0,0,0,45,0,4,0,0,1,0,0
8629,6,0,38,0,0,1,28,1,1,0,0,1,1,0
8630,2,0,30,0,0,14,28,1,8,1,1,1,1,0
8633,1,0,21,0,0,2,190,1,4,1,0,0,1,0
8634,2,0,44,0,0,0,172,1,1,0,0,1,1,0
8635,2,0,52,0,0,0,169,1,1,0,0,1,1,0
8636,2,0,30,0,0,6,190,1,5,1,1,1,1,0
8638,2,0,31,0,0,9,21,1,8,1,1,1,1,0
8639,2,1,21,0,1,2,110,1,6,0,1,0,1,0
8641,1,0,77,0,0,1,134,0,1,0,0,1,0,0
8642,1,0,61,0,0,4,418,1,6,0,1,0,1,0
8644,2,1,41,0,0,0,45,0,1,0,0,1,0,0
8646,1,1,24,0,0,0,45,0,5,0,1,0,0,0
8647,2,1,34,0,0,5,28,1,3,0,0,1,1,0
8649,1,0,34,0,0,3,28,1,2,1,0,0,1,0
8650,3,0,27,0,0,1,280,1,3,0,0,1,1,0
8651,2,0,25,0,0,6,93,0,7,1,1,1,0,2
8652,2,0,30,0,0,1,97,1,1,0,0,1,1,0
8653,3,0,59,0,0,0,418,1,1,0,0,1,1,0
8655,1,0,55,0,0,1,190,1,1,1,0,0,1,0
8656,2,1,22,0,1,1,333,0,6,0,1,0,0,0
8657,1,0,32,0,0,0,49,1,6,1,1,1,1,0
8659,2,0,53,0,0,5,242,0,2,0,0,1,0,0
8661,1,0,50,0,0,1,45,0,2,0,0,1,0,0
8663,6,0,26,0,0,1,246,1,4,1,0,0,1,0
8664,3,0,21,0,0,2,270,1,5,1,1,1,1,1
8665,2,0,36,0,0,7,170,1,6,1,1,1,1,0
8667,2,0,35,0,0,16,28,1,8,1,1,1,1,0
8668,1,1,25,0,0,0,45,0,3,0,0,1,0,0
8670,1,1,31,0,0,2,31,0,6,0,1,0,0,0
8672,2,1,26,0,0,1,190,1,5,0,1,0,1,0
8673,1,0,25,0,0,0,134,0,2,0,0,1,0,0
8674,2,0,32,0,0,0,45,0,1,0,0,1,0,0
8675,1,0,40,0,0,5,246,1,3,0,0,1,1,0
8676,2,0,35,0,0,0,266,1,3,0,0,1,1,0
8679,2,0,27,0,0,2,28,1,3,0,0,1,1,0
8681,2,0,33,0,0,12,379,1,9,1,1,1,1,0
8682,4,0,36,0,0,1,28,1,1,0,0,1,1,0
8683,1,0,30,0,0,2,306,1,2,0,0,1,1,0
8684,2,0,30,0,0,0,306,1,4,0,0,1,1,0
8685,2,0,41,0,0,19,28,1,8,0,1,0,1,0
8686,1,1,21,0,0,1,45,0,7,0,1,0,0,0
8688,1,1,29,0,0,0,306,1,7,0,1,0,1,0
8691,1,0,32,0,0,1,265,0,2,0,0,1,0,0
8694,1,0,25,0,0,0,306,1,5,0,1,0,1,0
8695,1,0,50,0,0,0,293,1,1,0,0,1,1,0
8696,1,0,35,0,0,4,28,1,2,0,0,1,1,0
8700,2,0,37,1,0,17,267,1,9,1,1,1,1,0
8701,2,0,43,0,0,4,28,1,1,1,0,0,1,0
8702,1,0,29,0,0,12,94,0,6,1,1,1,0,0
8703,1,1,61,0,0,0,306,1,1,0,0,1,1,0
8705,2,1,22,0,0,4,306,1,9,1,1,1,1,0
8706,1,0,27,0,0,2,28,1,4,1,0,0,1,0
8707,2,0,31,0,0,0,28,0,10,0,1,0,0,0
8708,2,0,44,0,0,12,377,1,9,0,1,0,1,0
8710,2,1,34,0,0,1,45,0,2,0,0,1,0,0
8711,6,0,24,0,0,0,80,1,6,0,1,0,1,0
8712,1,1,34,0,0,1,28,1,6,0,1,0,1,0
8715,2,1,20,0,0,0,45,0,7,1,1,1,0,1
8716,2,0,30,0,0,0,45,0,1,0,0,1,0,0
8717,2,1,43,0,0,0,45,0,1,0,0,1,0,0
8719,1,0,51,0,0,4,172,1,1,1,0,0,1,0
8723,3,0,37,0,0,9,112,1,5,0,1,0,1,0
8724,2,0,42,1,0,7,306,1,9,1,1,1,1,0
8726,3,1,29,0,0,1,28,1,4,0,0,1,1,0
8727,1,0,44,0,0,4,211,1,1,0,0,1,1,0
8728,1,1,24,0,0,0,45,0,6,0,1,0,0,0
8729,1,0,36,0,0,12,28,1,1,0,0,1,1,0
8731,1,0,39,0,0,0,173,1,1,1,0,0,1,0
8732,2,0,32,0,0,2,45,0,5,0,1,0,0,0
8733,2,0,30,0,0,1,19,1,2,0,0,1,1,0
8735,2,0,38,0,0,0,45,0,1,0,0,1,0,0
8737,2,1,27,0,0,8,28,1,6,0,1,0,1,0
8739,1,0,24,0,0,2,28,0,3,0,0,1,0,0
8741,1,1,30,0,0,0,190,1,6,1,1,1,1,0
8742,1,1,43,0,0,0,45,0,2,1,0,0,0,0
8743,2,0,30,6,0,8,45,0,9,1,1,1,0,0
8744,2,0,22,0,0,2,246,1,7,1,1,1,1,0
8745,1,1,26,0,0,1,31,0,4,0,0,1,0,0
8746,1,0,37,0,0,3,306,1,4,0,0,1,1,0
8747,1,0,25,0,0,5,129,1,9,1,1,1,1,0
8748,1,0,65,0,0,1,311,1,3,1,0,0,1,0
8749,6,0,52,0,0,0,306,1,5,1,1,1,1,0
8750,3,0,37,0,0,9,28,1,6,0,1,0,1,0
8752,1,0,29,0,0,1,159,1,1,0,0,1,1,0
8754,1,0,32,0,0,3,28,1,5,0,1,0,1,0
8755,3,0,36,0,0,0,45,0,1,1,0,0,0,0
8756,2,0,21,0,2,8,28,1,9,1,1,1,1,6
8757,1,0,21,0,0,1,65,1,3,0,0,1,1,0
8758,1,0,47,0,0,13,45,0,4,1,0,0,0,0
8759,2,1,36,0,0,4,28,1,2,0,0,1,1,0
8760,2,1,25,0,0,6,129,1,7,1,1,1,1,0
8761,1,0,32,0,0,4,45,0,2,1,0,0,0,0
8762,1,0,43,0,0,1,229,1,1,0,0,1,1,0
8764,2,0,27,0,0,2,347,1,6,0,1,0,1,0
8765,2,0,26,0,0,8,45,0,4,1,0,0,0,0
8768,2,0,21,0,0,1,28,1,3,0,0,1,1,0
8770,4,0,34,0,0,0,45,0,2,0,0,1,0,0
8771,3,0,46,0,0,1,239,0,1,0,0,1,0,0
8773,2,0,40,2,0,23,283,0,6,1,1,1,0,0
8774,1,0,38,0,0,3,122,0,3,0,0,1,0,0
